     ID    LATITUDE   LONGITUDE    ALTITUDE  MM DD YYYY HH MM SS   TEMP     PRCP    WIND   PRESS 
NWS012AL   35.071911  -85.646360     1350.00  4 25 2019  1 14 32   76.00    0.19    5.89   31.55
NWS009AL   34.438719  -86.506463     1200.00  4  8 2019  9 20 25   79.00    2.10    1.54   29.69
NWS015AL   34.871914  -86.306360      978.00  4  3 2019 22 36 30   79.00    2.73    2.50   31.06
NWS002AL   34.191439  -86.636006      725.00  4 22 2019  8 39 46   75.00    2.92    3.15   29.89
NWS017AL   35.219142  -85.296361      625.00  4 15 2019 10 52 59   74.00    1.80    6.60   31.87
NWS008AL   35.141938  -85.366461      500.00  4 23 2019 21 56 59   84.00    0.68    7.72   30.33
NWS010AL   35.043812  -85.436362     1125.00  4  1 2019  7 22 20   75.00    0.05    2.60   30.51
NWS009AL   34.438719  -86.506463     1200.00  4  3 2019 22 55 25   82.00    1.23    3.28   30.01
NWS019AL   35.319141  -85.556360      550.00  4 25 2019  9 26 57   71.00    0.25    5.15   29.70
NWS008AL   35.141938  -85.366461      500.00  4 14 2019  5  8 33   85.00    1.46    4.59   32.41
NWS002AL   34.191439  -86.636006      725.00  4 30 2019 16  3 59   81.00    1.10    6.11   29.89
NWS001AL   34.719144  -86.463601      650.00  4 28 2019  0 29 43   74.00    2.13    0.68   32.94
NWS017AL   35.219142  -85.296361      625.00  4  7 2019 18 23 40   84.00    1.06    4.61   29.05
NWS019AL   35.319141  -85.556360      550.00  4  9 2019  4 10 15   74.00    1.78    3.76   30.04
NWS008AL   35.141938  -85.366461      500.00  4  1 2019 19  9 19   75.00    0.10    5.35   30.51
NWS017AL   35.219142  -85.296361      625.00  4 19 2019 10 31 21   75.00    0.04    4.16   30.50
NWS008AL   35.141938  -85.366461      500.00  4  9 2019 22 40 25   75.00    1.67    4.47   30.86
NWS012AL   35.071911  -85.646360     1350.00  4 27 2019 14 16 41   80.00    2.28    5.47   29.59
NWS019AL   35.319141  -85.556360      550.00  4  6 2019 21 57 11   81.00    2.26    4.27   29.10
NWS008AL   35.141938  -85.366461      500.00  4 30 2019 19  4  2   73.00    2.01    3.19   32.55
NWS015AL   34.871914  -86.306360      978.00  4 20 2019 21 20 41   77.00    2.89    7.23   31.18
NWS019AL   35.319141  -85.556360      550.00  4 30 2019 15 19 23   83.00    2.78    2.01   33.12
NWS009AL   34.438719  -86.506463     1200.00  4 10 2019 23  4 55   79.00    1.50    2.69   30.60
NWS005AL   34.914387  -86.360065      891.00  4 13 2019 20 33 20   85.00    2.54    4.43   32.10
NWS001AL   34.719144  -86.463601      650.00  4  7 2019 13 54 40   72.00    0.17    1.14   33.97
NWS002AL   34.191439  -86.636006      725.00  4  8 2019 21 28 10   81.00    0.65    2.53   33.85
NWS005AL   34.914387  -86.360065      891.00  4 21 2019 16 15 44   72.00    1.52    0.81   32.49
NWS015AL   34.871914  -86.306360      978.00  4  7 2019 20 26 12   82.00    1.76    6.46   30.58
NWS010AL   35.043812  -85.436362     1125.00  4  7 2019  3 32 11   78.00    2.74    0.17   30.45
NWS001AL   34.719144  -86.463601      650.00  4 11 2019 17 25  8   72.00    1.89    6.35   33.11
NWS008AL   35.141938  -85.366461      500.00  4 14 2019  0 18 54   75.00    2.55    6.15   32.08
NWS015AL   34.871914  -86.306360      978.00  4 13 2019 11 22 44   74.00    0.70    1.13   32.46
NWS001AL   34.719144  -86.463601      650.00  4 15 2019  0 17 55   83.00    2.68    4.23   31.29
NWS015AL   34.871914  -86.306360      978.00  4  5 2019 10 55 51   80.00    2.79    4.01   33.40
NWS012AL   35.071911  -85.646360     1350.00  4 29 2019  7  5 14   84.00    0.86    4.02   32.72
NWS008AL   35.141938  -85.366461      500.00  4 13 2019 13 13 51   81.00    0.58    3.91   29.13
NWS017AL   35.219142  -85.296361      625.00  4 30 2019 15 54 30   70.00    0.61    7.11   30.44
NWS001AL   34.719144  -86.463601      650.00  4 19 2019  4 56 10   80.00    2.45    0.06   31.59
NWS009AL   34.438719  -86.506463     1200.00  4  8 2019  5 33 33   85.00    2.81    3.34   33.89
NWS005AL   34.914387  -86.360065      891.00  4  1 2019 16 41 37   73.00    2.01    4.29   30.22
NWS002AL   34.191439  -86.636006      725.00  4  3 2019 22  6 11   84.00    1.67    5.68   30.17
NWS009AL   34.438719  -86.506463     1200.00  4 12 2019  0 55 17   74.00    1.62    6.51   30.68
NWS005AL   34.914387  -86.360065      891.00  4 13 2019  4 50  9   70.00    2.41    5.36   30.07
NWS015AL   34.871914  -86.306360      978.00  4  2 2019  0 43 20   70.00    2.88    4.60   30.77
NWS005AL   34.914387  -86.360065      891.00  4 19 2019  2 53 49   72.00    0.20    0.80   29.89
NWS009AL   34.438719  -86.506463     1200.00  4 16 2019  5 45 38   73.00    2.07    2.40   33.99
NWS001AL   34.719144  -86.463601      650.00  4 30 2019 12 35 23   73.00    0.89    6.98   29.84
NWS002AL   34.191439  -86.636006      725.00  4 26 2019  9 10 54   84.00    2.98    4.82   29.05
NWS005AL   34.914387  -86.360065      891.00  4 25 2019 14 53 48   85.00    2.21    3.23   33.04
NWS005AL   34.914387  -86.360065      891.00  4 20 2019  7  3 47   78.00    0.18    4.29   31.45
NWS017AL   35.219142  -85.296361      625.00  4 11 2019 23  7 13   82.00    0.96    2.09   31.57
NWS005AL   34.914387  -86.360065      891.00  4 15 2019 14  8 16   71.00    0.24    2.71   32.18
NWS012AL   35.071911  -85.646360     1350.00  4 12 2019 22 19  6   72.00    0.56    0.02   29.50
NWS012AL   35.071911  -85.646360     1350.00  4 24 2019 21 17 10   70.00    0.03    0.71   30.76
NWS019AL   35.319141  -85.556360      550.00  4 27 2019  6 35 52   70.00    2.10    0.13   30.12
NWS017AL   35.219142  -85.296361      625.00  4 16 2019  1 19 22   83.00    0.03    5.93   31.10
NWS001AL   34.719144  -86.463601      650.00  4  7 2019  0 45 42   73.00    0.44    6.82   29.89
NWS001AL   34.719144  -86.463601      650.00  4 23 2019 16 21 30   79.00    0.75    0.13   30.04
NWS001AL   34.719144  -86.463601      650.00  4 29 2019  2 21 56   82.00    0.86    7.74   30.64
NWS019AL   35.319141  -85.556360      550.00  4 23 2019  3 51 24   76.00    0.61    0.27   32.43
NWS002AL   34.191439  -86.636006      725.00  4 27 2019 11 30 58   82.00    1.88    2.84   33.55
NWS005AL   34.914387  -86.360065      891.00  4  5 2019  1 12  1   75.00    2.54    6.63   33.91
NWS002AL   34.191439  -86.636006      725.00  4 28 2019  6 23 47   79.00    0.57    4.55   31.32
NWS015AL   34.871914  -86.306360      978.00  4 15 2019 13 55 40   79.00    1.40    1.61   31.69
NWS001AL   34.719144  -86.463601      650.00  4 27 2019 20  1 39   83.00    2.14    0.67   31.86
NWS012AL   35.071911  -85.646360     1350.00  4  7 2019 12 28 35   85.00    0.01    4.81   31.23
NWS005AL   34.914387  -86.360065      891.00  4  7 2019  3 30 59   83.00    1.01    0.03   30.68
NWS002AL   34.191439  -86.636006      725.00  4 15 2019  7  5 41   81.00    0.56    4.73   30.22
NWS009AL   34.438719  -86.506463     1200.00  4  5 2019 22 50 31   83.00    2.46    6.75   29.27
NWS012AL   35.071911  -85.646360     1350.00  4 21 2019 19 55  8   83.00    0.24    6.05   30.00
NWS019AL   35.319141  -85.556360      550.00  4 27 2019 13  8  8   74.00    1.25    7.34   30.65
NWS009AL   34.438719  -86.506463     1200.00  4  6 2019  1 54 27   72.00    1.75    0.39   33.48
NWS017AL   35.219142  -85.296361      625.00  4 12 2019  0  8 26   74.00    1.54    5.43   32.77
NWS010AL   35.043812  -85.436362     1125.00  4 10 2019  5  3 44   75.00    1.87    1.04   33.24
NWS008AL   35.141938  -85.366461      500.00  4 13 2019 22 28  6   70.00    2.97    5.25   30.71
NWS009AL   34.438719  -86.506463     1200.00  4 18 2019 23 37 56   72.00    1.72    0.31   33.92
NWS009AL   34.438719  -86.506463     1200.00  4  3 2019 20 12 33   78.00    2.17    4.20   30.34
NWS005AL   34.914387  -86.360065      891.00  4 11 2019 15 46 10   74.00    1.27    4.00   33.37
NWS015AL   34.871914  -86.306360      978.00  4  4 2019 17 53  3   84.00    2.30    2.01   29.79
NWS010AL   35.043812  -85.436362     1125.00  4 13 2019 17 27  3   79.00    1.57    5.64   31.13
NWS017AL   35.219142  -85.296361      625.00  4 22 2019  6 23 58   76.00    2.55    6.43   33.23
NWS005AL   34.914387  -86.360065      891.00  4 22 2019  2 16  7   82.00    2.68    5.12   31.24
NWS002AL   34.191439  -86.636006      725.00  4 20 2019  8 22 11   81.00    1.21    5.84   32.68
NWS002AL   34.191439  -86.636006      725.00  4 21 2019 18 31  2   84.00    2.68    7.09   33.68
NWS012AL   35.071911  -85.646360     1350.00  4 16 2019 19 50 28   73.00    0.97    3.85   33.03
NWS017AL   35.219142  -85.296361      625.00  4 11 2019 15 19  8   83.00    2.38    6.32   30.88
NWS009AL   34.438719  -86.506463     1200.00  4  8 2019 17 20 47   76.00    1.82    3.56   31.83
NWS002AL   34.191439  -86.636006      725.00  4 15 2019  8  2 57   77.00    2.66    3.29   29.02
NWS017AL   35.219142  -85.296361      625.00  4 26 2019 12 34  6   72.00    0.93    5.20   30.97
NWS019AL   35.319141  -85.556360      550.00  4 18 2019  8 41 59   77.00    1.84    7.26   31.40
NWS005AL   34.914387  -86.360065      891.00  4  8 2019  5 16 35   76.00    1.93    4.66   31.70
NWS010AL   35.043812  -85.436362     1125.00  4  4 2019 21  9 17   79.00    1.84    7.61   29.01
NWS017AL   35.219142  -85.296361      625.00  4  3 2019  2 56 21   77.00    1.28    3.12   31.30
NWS017AL   35.219142  -85.296361      625.00  4 10 2019 16 49 38   84.00    1.31    7.38   31.00
NWS008AL   35.141938  -85.366461      500.00  4 22 2019  3 43 11   84.00    2.24    4.75   30.81
NWS019AL   35.319141  -85.556360      550.00  4  9 2019 13  5 15   74.00    0.13    4.39   30.58
NWS009AL   34.438719  -86.506463     1200.00  4  8 2019 11 54 27   82.00    2.28    4.92   31.82
NWS010AL   35.043812  -85.436362     1125.00  4  5 2019 12 51  9   84.00    1.39    0.85   33.85
NWS015AL   34.871914  -86.306360      978.00  4  7 2019 12 27 17   85.00    2.27    0.69   32.24
NWS010AL   35.043812  -85.436362     1125.00  4 12 2019 16 36  6   85.00    2.46    3.40   33.83
NWS005AL   34.914387  -86.360065      891.00  4  6 2019  4 24 21   73.00    0.18    3.98   31.87
NWS005AL   34.914387  -86.360065      891.00  4 10 2019 18  9 37   85.00    0.35    7.76   30.15
NWS005AL   34.914387  -86.360065      891.00  4 30 2019  6 12 25   83.00    1.99    2.46   29.45
NWS015AL   34.871914  -86.306360      978.00  4 18 2019  1 39 10   70.00    0.61    1.15   30.09
NWS012AL   35.071911  -85.646360     1350.00  4 15 2019  8 51 44   83.00    0.79    7.71   30.58
NWS015AL   34.871914  -86.306360      978.00  4 20 2019 18 46 40   81.00    2.60    6.10   30.55
NWS017AL   35.219142  -85.296361      625.00  4  7 2019 14 23 21   76.00    2.81    7.83   32.17
NWS012AL   35.071911  -85.646360     1350.00  4  3 2019 14 20 54   71.00    1.08    3.82   32.69
NWS012AL   35.071911  -85.646360     1350.00  4 27 2019  1 15 32   80.00    2.35    5.59   31.92
NWS012AL   35.071911  -85.646360     1350.00  4 27 2019  4 12 22   85.00    2.89    0.94   30.55
NWS009AL   34.438719  -86.506463     1200.00  4 17 2019  8 33 50   85.00    1.34    0.19   32.46
NWS001AL   34.719144  -86.463601      650.00  4 10 2019 18 25 42   84.00    0.64    5.48   30.42
NWS017AL   35.219142  -85.296361      625.00  4 16 2019  6 22 37   70.00    2.87    1.85   31.91
NWS019AL   35.319141  -85.556360      550.00  4 12 2019 10 51 45   70.00    0.72    6.52   29.19
NWS019AL   35.319141  -85.556360      550.00  4 23 2019 10 59 10   71.00    0.85    6.85   29.51
NWS017AL   35.219142  -85.296361      625.00  4 20 2019 17 16 49   73.00    1.82    2.88   33.59
NWS010AL   35.043812  -85.436362     1125.00  4 19 2019 21 58 11   70.00    0.15    2.17   33.99
NWS002AL   34.191439  -86.636006      725.00  4 28 2019  6 15 41   85.00    0.53    4.39   29.44
NWS001AL   34.719144  -86.463601      650.00  4 19 2019 17  5  3   73.00    0.24    7.13   30.01
NWS010AL   35.043812  -85.436362     1125.00  4 10 2019 11 52 14   74.00    0.31    0.31   32.77
NWS005AL   34.914387  -86.360065      891.00  4  7 2019 18 35 12   76.00    0.00    3.16   30.89
NWS005AL   34.914387  -86.360065      891.00  4 20 2019 13 26  8   84.00    0.18    7.11   30.45
NWS015AL   34.871914  -86.306360      978.00  4  6 2019 19 21 40   78.00    1.40    2.45   30.32
NWS010AL   35.043812  -85.436362     1125.00  4 22 2019 19 51 50   83.00    2.88    1.93   33.03
NWS008AL   35.141938  -85.366461      500.00  4 11 2019  7 14 34   71.00    1.67    4.45   33.50
NWS017AL   35.219142  -85.296361      625.00  4 21 2019 21 18 16   74.00    2.06    0.06   29.59
NWS009AL   34.438719  -86.506463     1200.00  4 12 2019  6 30 47   82.00    2.67    3.87   29.78
NWS009AL   34.438719  -86.506463     1200.00  4 30 2019  1  1  5   83.00    1.77    0.38   32.11
NWS012AL   35.071911  -85.646360     1350.00  4 20 2019 13  9 23   73.00    0.61    7.64   32.66
NWS019AL   35.319141  -85.556360      550.00  4  9 2019 20 36 52   85.00    0.51    1.80   29.97
NWS010AL   35.043812  -85.436362     1125.00  4 13 2019  0 20 59   80.00    0.79    4.77   33.36
NWS005AL   34.914387  -86.360065      891.00  4  1 2019  6 26  4   84.00    0.67    5.05   33.48
NWS015AL   34.871914  -86.306360      978.00  4 26 2019  4  9 47   80.00    2.00    0.77   31.18
NWS010AL   35.043812  -85.436362     1125.00  4 16 2019 10 30 32   79.00    1.94    2.97   31.26
NWS009AL   34.438719  -86.506463     1200.00  4 10 2019 16  9 43   71.00    0.14    3.72   31.19
NWS005AL   34.914387  -86.360065      891.00  4 20 2019 23 48 39   77.00    2.27    7.50   29.62
NWS001AL   34.719144  -86.463601      650.00  4  4 2019 14 12 37   85.00    0.34    7.69   32.78
NWS008AL   35.141938  -85.366461      500.00  4  1 2019  9  2 39   84.00    2.36    2.92   30.31
NWS010AL   35.043812  -85.436362     1125.00  4 16 2019 19 56 30   77.00    0.41    0.07   33.40
NWS001AL   34.719144  -86.463601      650.00  4  3 2019 13 47 18   74.00    1.60    4.26   31.19
NWS012AL   35.071911  -85.646360     1350.00  4  3 2019 17 23 30   84.00    2.52    5.79   30.56
NWS019AL   35.319141  -85.556360      550.00  4 23 2019 19 31 16   81.00    1.24    0.54   30.52
NWS019AL   35.319141  -85.556360      550.00  4 23 2019 11 29 17   83.00    0.24    7.88   29.19
NWS002AL   34.191439  -86.636006      725.00  4 18 2019  3 25 25   76.00    0.32    3.26   31.03
NWS009AL   34.438719  -86.506463     1200.00  4 10 2019 21  2 24   76.00    1.57    2.66   31.58
NWS009AL   34.438719  -86.506463     1200.00  4 27 2019  4 48 44   79.00    0.54    4.55   31.50
NWS019AL   35.319141  -85.556360      550.00  4 22 2019 20 13 34   74.00    2.97    1.81   33.87
NWS017AL   35.219142  -85.296361      625.00  4 15 2019  1 24 36   76.00    2.20    5.78   32.40
NWS017AL   35.219142  -85.296361      625.00  4 21 2019  4 41 51   72.00    0.04    0.15   32.09
NWS017AL   35.219142  -85.296361      625.00  4 22 2019 17 51 25   82.00    1.70    6.38   31.89
NWS001AL   34.719144  -86.463601      650.00  4  9 2019 23 59 13   70.00    2.26    2.33   32.18
NWS001AL   34.719144  -86.463601      650.00  4 28 2019  0 33 49   84.00    1.45    5.93   32.63
NWS019AL   35.319141  -85.556360      550.00  4  6 2019  1 27  0   78.00    2.78    1.63   32.22
NWS008AL   35.141938  -85.366461      500.00  4 20 2019  0 23  0   76.00    0.03    3.67   31.90
NWS009AL   34.438719  -86.506463     1200.00  4  4 2019 19 20 32   81.00    2.97    7.15   31.92
NWS005AL   34.914387  -86.360065      891.00  4 27 2019 13 26 36   81.00    1.60    4.78   29.03
NWS017AL   35.219142  -85.296361      625.00  4  9 2019  3  5 31   71.00    2.41    1.42   31.25
NWS015AL   34.871914  -86.306360      978.00  4  1 2019 16 41 39   70.00    0.69    7.88   31.42
NWS009AL   34.438719  -86.506463     1200.00  4 11 2019 17 23 15   82.00    2.32    4.37   29.70
NWS010AL   35.043812  -85.436362     1125.00  4 12 2019 10 23 39   82.00    1.71    6.70   32.45
NWS008AL   35.141938  -85.366461      500.00  4 11 2019 11 58 31   80.00    2.85    5.88   32.84
NWS001AL   34.719144  -86.463601      650.00  4 16 2019 11 39 50   81.00    0.74    6.13   30.42
NWS017AL   35.219142  -85.296361      625.00  4 15 2019  9 48 38   78.00    2.80    5.40   30.66
NWS009AL   34.438719  -86.506463     1200.00  4  3 2019  2 18 46   70.00    0.45    6.14   32.57
NWS010AL   35.043812  -85.436362     1125.00  4  8 2019 19 32 15   79.00    0.58    3.30   32.64
NWS015AL   34.871914  -86.306360      978.00  4 26 2019 18 26  2   73.00    2.27    7.32   32.15
NWS017AL   35.219142  -85.296361      625.00  4 27 2019 19 34 39   79.00    0.02    4.52   32.00
NWS015AL   34.871914  -86.306360      978.00  4 14 2019 21 56 37   84.00    0.92    7.99   29.03
NWS015AL   34.871914  -86.306360      978.00  4  3 2019  9 49 15   73.00    0.14    2.57   33.43
NWS017AL   35.219142  -85.296361      625.00  4  4 2019 18 10  6   75.00    2.10    2.23   30.21
NWS008AL   35.141938  -85.366461      500.00  4 30 2019 23  6 31   83.00    2.53    5.58   33.15
NWS010AL   35.043812  -85.436362     1125.00  4 26 2019 12  7  9   75.00    0.97    5.35   31.36
NWS008AL   35.141938  -85.366461      500.00  4 30 2019  3 58  3   82.00    0.89    4.77   29.69
NWS015AL   34.871914  -86.306360      978.00  4 24 2019  5 47 10   71.00    2.02    2.55   31.88
NWS012AL   35.071911  -85.646360     1350.00  4 22 2019  8 59 19   71.00    0.16    1.05   30.49
NWS012AL   35.071911  -85.646360     1350.00  4 14 2019 22 54 36   77.00    0.29    1.57   32.33
NWS012AL   35.071911  -85.646360     1350.00  4  1 2019  4 28 11   70.00    1.69    7.31   31.68
NWS015AL   34.871914  -86.306360      978.00  4  8 2019 18 23 34   72.00    0.86    7.33   30.59
NWS005AL   34.914387  -86.360065      891.00  4 15 2019 21 54 26   85.00    2.27    5.09   30.28
NWS002AL   34.191439  -86.636006      725.00  4 10 2019  3 22 20   70.00    2.40    6.80   32.39
NWS001AL   34.719144  -86.463601      650.00  4  4 2019  7 42 24   71.00    2.51    6.47   29.47
NWS019AL   35.319141  -85.556360      550.00  4  9 2019  8  9  0   82.00    2.20    5.92   29.34
NWS005AL   34.914387  -86.360065      891.00  4 17 2019  9 14 33   74.00    2.15    5.60   29.01
NWS002AL   34.191439  -86.636006      725.00  4  3 2019  7 42 16   82.00    0.25    5.82   33.23
NWS012AL   35.071911  -85.646360     1350.00  4 13 2019 10  7 54   70.00    0.99    2.11   29.49
NWS009AL   34.438719  -86.506463     1200.00  4 16 2019  8 32  4   76.00    2.03    4.98   30.49
NWS010AL   35.043812  -85.436362     1125.00  4  9 2019  5 12 35   76.00    1.43    2.41   32.52
NWS001AL   34.719144  -86.463601      650.00  4 27 2019  3 49 45   79.00    0.27    3.52   33.40
NWS009AL   34.438719  -86.506463     1200.00  4 30 2019  6 28 23   70.00    0.61    5.92   31.30
NWS009AL   34.438719  -86.506463     1200.00  4  5 2019 10 56 34   80.00    2.38    7.13   31.87
NWS005AL   34.914387  -86.360065      891.00  4  1 2019 19  8 22   75.00    1.66    0.92   29.15
NWS005AL   34.914387  -86.360065      891.00  4 25 2019 16 10 16   80.00    0.08    1.94   31.22
NWS002AL   34.191439  -86.636006      725.00  4 22 2019 21  7 42   79.00    2.09    6.04   30.77
NWS017AL   35.219142  -85.296361      625.00  4 30 2019 18 44  1   80.00    2.65    7.58   32.09
NWS001AL   34.719144  -86.463601      650.00  4 13 2019  6 33 13   71.00    2.54    7.62   30.57
NWS002AL   34.191439  -86.636006      725.00  4 16 2019 20 45 53   82.00    2.70    0.21   33.31
NWS015AL   34.871914  -86.306360      978.00  4 14 2019  4 41 44   80.00    0.13    0.88   30.17
NWS010AL   35.043812  -85.436362     1125.00  4 11 2019  3  1 43   74.00    2.26    2.66   30.17
NWS009AL   34.438719  -86.506463     1200.00  4 14 2019  7 33 32   81.00    0.08    3.60   31.16
NWS005AL   34.914387  -86.360065      891.00  4 25 2019  9 32 32   83.00    0.32    2.16   30.62
NWS019AL   35.319141  -85.556360      550.00  4 26 2019  2 25 31   71.00    1.75    7.63   31.59
NWS008AL   35.141938  -85.366461      500.00  4 26 2019  3 10 33   78.00    2.95    2.10   32.02
NWS008AL   35.141938  -85.366461      500.00  4 23 2019  1 19 13   85.00    2.77    3.04   29.87
NWS002AL   34.191439  -86.636006      725.00  4 11 2019 11 48 21   81.00    2.10    2.87   33.03
NWS017AL   35.219142  -85.296361      625.00  4  9 2019  8 58 23   84.00    1.25    0.18   29.20
NWS005AL   34.914387  -86.360065      891.00  4  6 2019 16 41 45   78.00    1.74    6.40   32.74
NWS015AL   34.871914  -86.306360      978.00  4  6 2019  1 44 29   72.00    1.01    1.07   29.09
NWS008AL   35.141938  -85.366461      500.00  4 30 2019  9 13 30   80.00    1.14    4.52   32.12
NWS019AL   35.319141  -85.556360      550.00  4 11 2019  3 27 50   75.00    1.04    7.54   33.63
NWS010AL   35.043812  -85.436362     1125.00  4 30 2019 11 24 21   71.00    1.06    3.00   31.90
NWS019AL   35.319141  -85.556360      550.00  4 28 2019  7  4 18   77.00    2.56    4.38   33.02
NWS010AL   35.043812  -85.436362     1125.00  4 12 2019 23 11 51   80.00    0.99    2.80   32.72
NWS002AL   34.191439  -86.636006      725.00  4 21 2019  7 33 54   75.00    2.08    4.90   32.78
NWS010AL   35.043812  -85.436362     1125.00  4 10 2019 12 15 49   78.00    0.78    7.28   33.49
NWS009AL   34.438719  -86.506463     1200.00  4  5 2019 17 30 50   77.00    0.35    0.15   30.47
NWS002AL   34.191439  -86.636006      725.00  4 19 2019  2  3 13   77.00    2.61    2.46   33.54
NWS009AL   34.438719  -86.506463     1200.00  4 25 2019  5 49 50   76.00    1.39    0.16   30.31
NWS019AL   35.319141  -85.556360      550.00  4 19 2019  5  1 48   77.00    0.98    7.84   29.06
NWS019AL   35.319141  -85.556360      550.00  4 15 2019 17 31  0   71.00    1.19    1.27   30.94
NWS017AL   35.219142  -85.296361      625.00  4 22 2019 13 37 44   70.00    0.66    7.42   32.36
NWS019AL   35.319141  -85.556360      550.00  4 11 2019 15 39 14   77.00    1.07    7.18   30.71
NWS015AL   34.871914  -86.306360      978.00  4 20 2019 10 25 35   79.00    1.81    5.06   31.89
NWS009AL   34.438719  -86.506463     1200.00  4 24 2019  4 11 49   70.00    1.86    3.71   30.02
NWS012AL   35.071911  -85.646360     1350.00  4  1 2019 10 11 17   83.00    0.97    7.72   30.33
NWS001AL   34.719144  -86.463601      650.00  4  5 2019 18 18 22   77.00    1.68    1.98   33.88
NWS019AL   35.319141  -85.556360      550.00  4 27 2019 15 59 18   73.00    2.75    4.71   32.96
NWS001AL   34.719144  -86.463601      650.00  4 26 2019 22  1 33   81.00    0.53    3.58   32.18
NWS017AL   35.219142  -85.296361      625.00  4  5 2019  4 38 20   82.00    1.10    2.75   30.76
NWS017AL   35.219142  -85.296361      625.00  4  4 2019  5 32 41   73.00    1.78    2.35   29.12
NWS002AL   34.191439  -86.636006      725.00  4 12 2019 20 31 23   75.00    2.74    5.47   29.31
NWS012AL   35.071911  -85.646360     1350.00  4 14 2019 12 28 15   71.00    2.31    0.65   32.29
NWS010AL   35.043812  -85.436362     1125.00  4 10 2019  4 19 36   83.00    0.73    7.08   30.05
NWS001AL   34.719144  -86.463601      650.00  4 29 2019  8 20 25   71.00    0.68    5.24   31.25
NWS015AL   34.871914  -86.306360      978.00  4 14 2019 14 42 40   70.00    1.60    5.34   29.67
NWS008AL   35.141938  -85.366461      500.00  4 16 2019 17 49 27   76.00    2.59    7.07   33.73
NWS001AL   34.719144  -86.463601      650.00  4 19 2019  9 57 25   84.00    2.73    4.28   33.85
NWS001AL   34.719144  -86.463601      650.00  4 20 2019 16 39  3   81.00    1.23    1.19   29.47
NWS008AL   35.141938  -85.366461      500.00  4 22 2019 14 27 53   79.00    0.99    4.63   29.85
NWS015AL   34.871914  -86.306360      978.00  4  5 2019 12 35 58   78.00    1.65    6.23   29.06
NWS012AL   35.071911  -85.646360     1350.00  4  3 2019 21 57  7   78.00    1.40    3.14   31.44
NWS009AL   34.438719  -86.506463     1200.00  4 22 2019 17 24  9   85.00    1.64    4.46   33.82
NWS009AL   34.438719  -86.506463     1200.00  4 20 2019  8 19 58   84.00    1.24    7.78   33.95
NWS001AL   34.719144  -86.463601      650.00  4  1 2019  1  5 24   76.00    0.48    3.57   30.04
NWS019AL   35.319141  -85.556360      550.00  4  9 2019  5 18 35   80.00    2.62    4.55   29.33
NWS002AL   34.191439  -86.636006      725.00  4 27 2019 11 43 30   75.00    0.42    7.48   32.14
NWS012AL   35.071911  -85.646360     1350.00  4 11 2019  4 16 22   78.00    1.92    4.94   33.61
NWS015AL   34.871914  -86.306360      978.00  4  6 2019  5 47 37   72.00    0.84    7.97   29.70
NWS009AL   34.438719  -86.506463     1200.00  4 16 2019 16 19 43   75.00    1.96    3.46   31.87
NWS009AL   34.438719  -86.506463     1200.00  4 14 2019 17  7 33   72.00    1.95    7.92   31.14
NWS001AL   34.719144  -86.463601      650.00  4 21 2019 23 37 28   70.00    2.71    3.63   33.61
NWS009AL   34.438719  -86.506463     1200.00  4  6 2019  7 47 19   75.00    1.17    3.14   29.76
NWS019AL   35.319141  -85.556360      550.00  4 24 2019 10 45 25   79.00    2.51    7.57   32.98
NWS019AL   35.319141  -85.556360      550.00  4 12 2019 23 15 19   82.00    2.90    5.19   29.09
NWS009AL   34.438719  -86.506463     1200.00  4  3 2019  8  3  8   76.00    2.53    3.55   32.04
NWS001AL   34.719144  -86.463601      650.00  4  4 2019 13 57 39   73.00    0.69    5.68   33.39
NWS017AL   35.219142  -85.296361      625.00  4 28 2019 18 49 20   85.00    1.55    7.79   31.04
NWS017AL   35.219142  -85.296361      625.00  4 26 2019 19 10 34   84.00    0.14    2.02   31.54
NWS017AL   35.219142  -85.296361      625.00  4 11 2019 13  4 49   85.00    0.36    0.10   29.16
NWS002AL   34.191439  -86.636006      725.00  4 15 2019  3 41 30   70.00    0.75    4.59   29.36
NWS001AL   34.719144  -86.463601      650.00  4 22 2019 10 54 15   77.00    1.81    3.75   32.84
NWS005AL   34.914387  -86.360065      891.00  4 28 2019 14 58 12   83.00    0.10    0.38   30.32
NWS012AL   35.071911  -85.646360     1350.00  4  8 2019  5 21 18   83.00    1.19    7.16   31.16
NWS001AL   34.719144  -86.463601      650.00  4  9 2019 18 48  7   73.00    1.09    0.68   31.05
NWS001AL   34.719144  -86.463601      650.00  4  3 2019  6 18 10   74.00    0.76    1.26   31.25
NWS002AL   34.191439  -86.636006      725.00  4 13 2019 12 47  9   80.00    1.33    5.32   32.43
NWS010AL   35.043812  -85.436362     1125.00  4 18 2019 10 41 47   75.00    0.15    1.37   29.15
NWS002AL   34.191439  -86.636006      725.00  4 26 2019 23 34  3   79.00    0.09    1.16   30.60
NWS005AL   34.914387  -86.360065      891.00  4 26 2019  8 55 50   76.00    0.62    1.06   30.29
NWS015AL   34.871914  -86.306360      978.00  4 25 2019  9 23 25   80.00    1.40    7.35   29.31
NWS001AL   34.719144  -86.463601      650.00  4  5 2019 23 42 46   82.00    1.90    6.21   29.62
NWS008AL   35.141938  -85.366461      500.00  4 13 2019 11 38 19   81.00    0.12    4.84   29.50
